* Log file for the circuit /home/frathoso/Dropbox/ASpring_2014/Capstone/atpg/benchmarks/s5378.bench.
test  258: 1010010000110010011011111101110101011001101101010001010100001111010001010101011111001001110110010010100101100010000100011110011011100100111010001010111101100001110000001011110101010110100010000011001000011110101110 011011111111000110001001100000000001100001000101100100010011100010000101100001100000100100011011100010001110000000000010000000000000110000101111100011100110101111100001001010100111001001010100010100101111000100100000100100000000    2 faults detected
test  259: 0110010000001000101010001001001101100100111011000111111101101100001010001011000011101011101110001111111010011110000110011100001001100011000000001011110110110100000100001101010110101110010111111111101001101100100010 101000111111110101100111100000000000011000011111110100010000110010000000110010000011000100010010000000000100000000000010100000000010000011001111100001100100000110010100000011110101001001010100101000010100101000001010000001000000    2 faults detected
test  260: 0110001011001000010100000000011100001101110011010010111110000011011000111010011001110011000111001011001111101000111100111001011000011100100010001100010010001100111110001000101111110001110101111011110111001010101111 011011111111111001100100000000000000011101010101100001000100111000111000111011000101001001000100000010000000000000000000000000000011100001001111100001000101001010110000001000000000001001110000000111100101100010101100000100000000    3 faults detected

End of test pattern generation.

	*******************************************************
	*                                                     *
	*          Welcome to atalanta (version 2.0)          *
	*                                                     *
	*               Dong S. Ha (ha@vt.edu)                *
	*            Web: http://www.ee.vt.edu/ha             *
	*  Virginia Polytechnic Institute & State University  *
	*                                                     *
	*******************************************************

******   SUMMARY OF TEST PATTERN GENERATION RESULTS   ******
1. Circuit structure
   Name of the circuit                       : 35_inputs
   Number of primary inputs                  : 214
   Number of primary outputs                 : 228
   Number of gates                           : 2779
   Level of the circuit                      : 25

2. ATPG parameters
   Test pattern generation mode              : RPT + DTPG + TC
   Limit of random patterns (packets)        : 16
   Backtrack limit                           : 10
   Initial random number generator seed      : 1399730425
   Test pattern compaction mode              : REVERSE + SHUFFLE 
   Limit of suffling compaction              : 2
   Number of shuffles                        : 9

3. Test pattern generation results
   Number of test patterns before compaction : 435
   Number of test patterns after compaction  : 260
   Fault coverage                            : 99.131 %
   Number of collapsed faults                : 4603
   Number of identified redundant faults     : 40
   Number of aborted faults                  : 0
   Total number of backtrackings             : 0

4. Memory used                               : 1024 Kbytes

5. CPU time
   Initialization                            : 0.000 secs
   Fault simulation                          : 0.000 secs
   FAN                                       : 0.000 secs
   Total                                     : 0.000 secs

* List of identified redundant faults:
n3000gat /1
n2184gat->n2192gat /0
n2048gat->n2539gat /0
n2328gat->n2498gat /0
n3152gat /1
n69gat /0
n180gat->n68gat /0
n85gat->n68gat /0
n3115gat /1
n1381gat /0
n3112gat /1
n921gat /0
n1774gat->n2008gat /0
n523gat->n631gat /0
n2148gat->n854gat /0
n2148gat->n853gat /0
n1427gat->I4216 /0
n414gat->n636gat /0
n410gat /0
n374gat->n519gat /0
n374gat->n520gat /0
n523gat->n630gat /0
n414gat->n635gat /0
n289gat->n287gat /0
n740gat->n530gat /0
n740gat->n531gat /0
n740gat->n526gat /0
n2048gat /0
n2328gat /0
n1887gat /0
n1956gat->n1959gat /0
n1959gat /0
n2184gat /0
n374gat->n516gat /0
n2392gat->n1964gat /0
n2438gat->n2053gat /0
n2053gat /0
n2188gat /0
n2260gat->n2258gat /0
n2258gat /0
